name,hostname,borough,neighbourhood,roomtype,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
Royal Oxford,Jean,Staten Island,Tompkinsville,Entire home/apt,105,3,69,1,343
"City view, Long Island City 1 BR",Eli,Queens,Long Island City,Entire home/apt,130,1,137,2,197
"PERFECT 1 BR, Elevator, BEST Area!!",Mike,Manhattan,West Village,Entire home/apt,264,2,5,1,0
Fun & Trendy Kid Friendly Family Home,Kt,Brooklyn,Bedford-Stuyvesant,Entire home/apt,215,3,5,1,0
Adorable room on the Upper East Side!,Bridget,Manhattan,Upper East Side,Private room,85,20,2,3,128
Comfortable and Spacious Bedroom,Fareed,Queens,Ridgewood,Private room,35,2,0,1,0
"Inviting,sunny grdn 15 min to Manhattan",Freda,Queens,Ditmars Steinway,Private room,50,6,11,8,358
A 2BR Oasis in Red Hook,Penny,Brooklyn,Red Hook,Entire home/apt,145,7,2,1,0
"Sunny, Clean & Spacious in the LES",Erica,Manhattan,Lower East Side,Entire home/apt,150,3,2,1,0
Bright and Airy Brooklyn Abode,Angeline,Brooklyn,Prospect Heights,Entire home/apt,175,2,10,1,0
1 Room in a 2 Bedroom Available,Jonathan,Bronx,Longwood,Private room,680,1,0,1,0
Amazing apartment with great views,Bishal,Manhattan,Chelsea,Entire home/apt,900,3,13,1,24
"Artist Loft In Bushwick, Brooklyn",Robert,Brooklyn,Williamsburg,Private room,95,1,0,1,0
Private Rm–Industrial Loft–Bushwick,Dan,Brooklyn,Williamsburg,Private room,60,4,87,1,96
Brooklyn Zen Gem Spacious Bedroom,Sophie,Brooklyn,Bay Ridge,Private room,70,30,54,4,288
"Sunny 1Bdr + 2 Big Sofabed, Clean!",Joe,Manhattan,Upper East Side,Entire home/apt,240,5,82,2,158
big bright Bushwick loft 2 blocks from Jefferson L,Eleanor & Greg,Brooklyn,Bushwick,Entire home/apt,150,3,16,1,0
Lovely uptown furnished 1 bedroom,Michel,Manhattan,Washington Heights,Entire home/apt,150,30,0,1,0
Large Upper West Side 1 bedroom,Adrianna,Manhattan,Upper West Side,Entire home/apt,175,1,4,1,0
Luxury 1-Bedroom King Suite with Central Park View,Henry,Manhattan,Upper West Side,Entire home/apt,1000,30,27,11,364
"Chill, Sunny Room Bed-Stuy Bushwick",Bee,Brooklyn,Bedford-Stuyvesant,Private room,48,1,0,1,0
Artist Loft in Brooklyn,Stephanie,Brooklyn,Williamsburg,Private room,42,8,1,1,0
"airy, earthy room in artistic apt",Elizabeth,Manhattan,Washington Heights,Private room,80,2,18,1,326
Funky Studio Apartment,Gloria,Brooklyn,Crown Heights,Entire home/apt,150,5,15,1,342
2 Bdrm in Luxury Condo on Hudson,Karen,Manhattan,Battery Park City,Entire home/apt,195,7,2,1,0
Bright Brooklyn Bed-Stuy Apartment,Gregory,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,130,2,105
Comfy Room Close the Subway ABCD&1!,L & A,Manhattan,Harlem,Private room,75,2,52,3,0
Spacious Railroad in LIC/Astoria,Vasilios,Queens,Long Island City,Entire home/apt,85,7,0,1,0
WoodyAllen FilmSet-Like Digs (Apt),Maria,Brooklyn,Williamsburg,Entire home/apt,90,2,85,2,4
Brooklyn Brownstone Master Bedroom,Drew,Brooklyn,Bedford-Stuyvesant,Private room,53,2,11,1,0
1 bedroom-Manhattans East Village,Meagan,Manhattan,East Village,Entire home/apt,155,2,36,1,164
WoodyAllen FilmSet-Like Digs (Room),Maria,Brooklyn,Williamsburg,Private room,49,3,13,2,181
Charming Private Entrance — 30 Min to Manhattan!,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,Private room,78,3,108,6,158
"Charming, Quiet, Light-Filled Room",Arielle,Manhattan,East Village,Private room,100,1,0,1,0
Tranquil Garden Level Apartment,Nicholas,Brooklyn,Bedford-Stuyvesant,Private room,85,1,0,1,0
Bright & Spacious,Michael,Queens,Long Island City,Private room,225,1,0,1,365
Two Adjoined Rooms Williamsburg,Jaclyn,Brooklyn,Williamsburg,Private room,199,1,2,3,346
NYC 2 Bedroom,Anthony,Manhattan,Greenwich Village,Entire home/apt,350,2,34,1,0
"manhattan uptown 2/b, excellent for big family",Ruby,Manhattan,Harlem,Entire home/apt,120,1,3,1,0
Large Private Studio Newly Renevated,Nanda,Queens,Ozone Park,Private room,70,2,114,1,310
Upper West Side Spacious Home,Susan,Manhattan,Upper West Side,Entire home/apt,250,15,0,1,39
Cozy Private Bdrm/Bthrm in Midtown,Rebecca,Manhattan,Midtown,Private room,180,2,62,1,261
Entire 1 Bedroom Apt,Megan,Brooklyn,Park Slope,Entire home/apt,145,7,1,1,8
Perfect with or w/out kids!,Ahna,Manhattan,Inwood,Entire home/apt,130,2,0,1,0
ROOFTOP TERRACE ROOM @ ELEGANT HOME NEAR JFK,Natasha,Queens,Arverne,Private room,149,1,56,5,361
1 bedroom close to Central Park,Lauren,Manhattan,Upper West Side,Private room,60,4,5,1,0
Studio in the LES,Chris,Manhattan,Lower East Side,Entire home/apt,140,4,119,1,29
Sunny Prospect Park 2 Bedroom,Kallie,Brooklyn,Prospect-Lefferts Gardens,Private room,60,3,0,2,0
Beautiful Park Slope Brownstone,Julienne,Brooklyn,Park Slope,Entire home/apt,350,7,0,1,0
Luxury 1bdrm w/ private terrace,Kari,Brooklyn,Williamsburg,Entire home/apt,175,3,5,1,0
Private bedroom in Chelsea,Clement,Manhattan,Chelsea,Private room,110,3,2,1,0
Harlem Treasure,Theresa,Manhattan,Harlem,Entire home/apt,177,3,122,3,199
Park Slope Brownstone Duplex (unfurnished),Eric,Brooklyn,Park Slope,Entire home/apt,275,30,12,1,70
Cozy 1 bedroom in a quiet neighborh,Nick,Queens,Ditmars Steinway,Entire home/apt,99,1,49,2,0
Bedroom in FABULOUS W. Village Apt!,Kate,Manhattan,West Village,Private room,105,2,111,1,92
"Lambe’s Vacation Rentals- Maspeth, Queens",Mike,Queens,Maspeth,Entire home/apt,200,4,1,2,129
Charming Spacious Harlem Share,Jennifer,Manhattan,Harlem,Private room,58,3,27,1,0
Upper West Side Manhattan,Valentino,Manhattan,Upper West Side,Private room,100,9,3,1,0
Spacious Room in Adorable Apartment,Mia,Brooklyn,Bedford-Stuyvesant,Private room,45,14,0,1,0
"Private Bed, Bath & Patio in prime Williamsburg !",Rosie,Brooklyn,Williamsburg,Private room,110,1,48,1,0
"An ENTIRE, Lovely NYC Apartment",Mateo,Manhattan,Harlem,Entire home/apt,80,3,3,1,0
Beautiful room upper manhttn.,Richard,Manhattan,Washington Heights,Private room,75,1,0,1,0
studio : chelsea/west villlage,Lauren,Manhattan,West Village,Entire home/apt,700,1,0,1,0
Entire place in Williamsburg. Rustic Den.,Gohe,Brooklyn,Williamsburg,Entire home/apt,165,2,5,1,0
Modern prime location in Williamsburg,Lauren,Brooklyn,Williamsburg,Private room,80,2,12,1,356
Gorgeous Garden Apartment in Park Slope,Marc,Brooklyn,South Slope,Entire home/apt,145,3,133,1,277
Large Lower East Side Room with a View,Danica,Manhattan,Lower East Side,Private room,125,1,0,1,0
Sunny lrg 1 BR in Chilled Bushwick,Kate,Brooklyn,Bushwick,Private room,45,1,2,1,0
Private Small Grey Room,Memo & Iso,Brooklyn,Bedford-Stuyvesant,Private room,30,1,107,5,345
Amazing Bright bedroom in Harlem,Simone,Manhattan,Harlem,Private room,81,4,20,2,334
Amazing & Safe Brooklyn Location,Yovel,Brooklyn,Midwood,Entire home/apt,49,4,5,1,179
Duplex Suite Sleeps 8,Christopher,Brooklyn,Sunset Park,Entire home/apt,225,3,52,1,297
Lively Rm w/Private Entrance & Bath,Amber,Brooklyn,Bedford-Stuyvesant,Private room,70,2,131,3,255
Spacious brownstone apt in Park Sl,Jon,Brooklyn,Park Slope,Entire home/apt,120,7,20,1,0
COMFORTABLE NYC RETREAT,LaNola,Manhattan,East Harlem,Entire home/apt,175,1,70,2,123
Sunny Jewel In Historic Harlem,Grace,Manhattan,Harlem,Entire home/apt,130,1,0,1,0
Bright and Sunny 2 Bedroom,Rindon,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,4,2,2,0
Art Gallery  in Harlem,Nicholas,Manhattan,Washington Heights,Entire home/apt,150,4,11,1,319
Private Park Slope Brooklyn Hideaway,Andrew,Brooklyn,South Slope,Entire home/apt,95,5,161,3,207
GC Bushwick First Floor 4 Bedroom,Greg,Brooklyn,Bushwick,Entire home/apt,300,3,18,3,217
Modern luxury apartment - easy subway to Manhattan,Rafik,Queens,Ditmars Steinway,Entire home/apt,180,1,145,1,33
Garden Commons Bushwick 5 Bedroom,Greg,Brooklyn,Bushwick,Entire home/apt,375,3,46,3,217
Bright Bedroom in Park Slope,Ale,Brooklyn,Park Slope,Private room,75,2,0,1,0
Great BedRoom in Hell's Kitchen,Marg,Manhattan,Hell's Kitchen,Private room,75,5,53,1,239
Furnished Bedroom in Murray Hill,Anshul,Manhattan,Kips Bay,Private room,70,15,0,1,0
Sunny&Stylish 1BR★Terrace★Doorman,Lisa,Manhattan,Lower East Side,Entire home/apt,300,2,5,1,0
1 Bedroom Apt. Sunnyside Queens!,Jake,Queens,Sunnyside,Private room,60,7,11,1,0
Private Room/Single Bed,Myrta,Brooklyn,Park Slope,Private room,60,3,18,2,0
Duplex Bedroom w/Private Rooftop,Kate,Brooklyn,Gowanus,Private room,158,2,3,2,0
CHARMING ONE BEDROOM APT IN LES/CHINATOWN,Aixa,Manhattan,Lower East Side,Entire home/apt,184,4,11,1,273
"Nice, cozy double size bedroom",Martin,Manhattan,Washington Heights,Private room,50,4,0,1,0
Cozy studio in the heart of Chelsea,Anastasia,Manhattan,Chelsea,Entire home/apt,230,2,1,1,0
Stylish NYC Art Loft,Dave,Manhattan,East Harlem,Private room,95,3,24,6,334
PRIVATE MODERN ENTIRE APT FOR YOU,Nowme And Ra,Brooklyn,Flatbush,Entire home/apt,110,3,58,2,205
Sunny Apartment near Columbia & beautiful parks!,Georgina,Manhattan,Harlem,Entire home/apt,120,10,7,1,8
Charming Home in Brooklyn Townhouse,Eva Maria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,189,2,92,2,239
Cozy one bedroom in bushwick!,Rachel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,10,7,1,0
Gramercy Studio w/ Private Garden,Lola,Manhattan,Gramercy,Entire home/apt,150,3,12,1,38
Bright and Spacious in Trendy Area,Sarah,Brooklyn,Crown Heights,Entire home/apt,100,1,1,1,0
1 Bedroom in Williamsburg!,Ginevra,Brooklyn,Williamsburg,Private room,85,1,11,1,154
Cute East Village 2BR,Alex,Manhattan,East Village,Entire home/apt,200,1,0,1,0
Beautiful 2BR on Riverside Park,Jim,Manhattan,Upper West Side,Entire home/apt,450,3,1,1,0
Spacious 1BR in Prime Williamsburg,Justin,Brooklyn,Williamsburg,Entire home/apt,250,3,1,1,0
Private room - Perfect location!,Dave & Nat,Brooklyn,South Slope,Private room,100,2,1,1,0
MODERN LOFT  3 STOPS TO MANHATTAN!!,Ernesto,Queens,Astoria,Private room,40,2,36,1,0
Private Bedroom in Spanish Harlem,Kay,Manhattan,East Harlem,Private room,50,2,0,1,0
Central Park North - 15min de T SQ,Quentin,Manhattan,Harlem,Private room,80,1,0,1,0
"Cosy Apt. in Brooklyn, near subway",Julia,Brooklyn,Flatbush,Entire home/apt,90,6,33,1,0
Spacious 2 Bedroom + Backyard in Fort Greene BK,Danny And June,Brooklyn,Clinton Hill,Entire home/apt,150,4,2,2,22
Cozy room in heart of Williamsburg,Brittany,Brooklyn,Williamsburg,Private room,80,1,7,1,0
Private Bedroom near Central Park,Levi & Kaz,Manhattan,Upper West Side,Private room,89,2,133,1,155
Large Williamsburg (Brooklyn) Room,Nick,Brooklyn,Williamsburg,Private room,90,2,15,1,188
Beautiful Brooklyn brownstone with lots of light,Helen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,91,2,16,1,10
Cozy Room in a Luxury Apartment,Abigail,Manhattan,Financial District,Private room,85,1,2,2,0
Home in Lower East Side,Andrea,Manhattan,Lower East Side,Entire home/apt,250,3,68,2,166
New Bedroom for ONE (1) Professional.,Carlos,Queens,Long Island City,Private room,50,1,4,1,107
perfect west village location!,Brian,Manhattan,West Village,Entire home/apt,160,4,0,1,0
Romain's home,Romain,Manhattan,Morningside Heights,Private room,60,9,7,1,0
1 BR and a sleeper sofa,Robert,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,5,12,1,0
Room available in Williamsburg,Brian,Brooklyn,Williamsburg,Private room,90,1,0,1,0
Spacious Contemporary NoMad Loft,Previn,Manhattan,Midtown,Entire home/apt,225,3,11,1,0
City convenience--country calm,Jonathan,Queens,Richmond Hill,Entire home/apt,290,4,13,1,277
Lightfilled studio in Brooklyn,Chris,Brooklyn,Fort Greene,Entire home/apt,95,3,1,1,0
"Modern, Spacious 2BR Apartment",Florian,Manhattan,Washington Heights,Entire home/apt,139,4,3,1,0
Spacious family House in Old Neighborhood,Sveva,Brooklyn,Bay Ridge,Entire home/apt,295,5,4,1,19
King Bed in Trendy Lower East Side,Ariel,Manhattan,Lower East Side,Private room,140,1,221,1,187
Sunny & Modern 1 Bedroom with Amazing view of NY,Anna,Manhattan,Upper East Side,Entire home/apt,399,3,38,1,311
Private room in Nolita PH,Michael,Manhattan,Nolita,Private room,100,7,11,2,0
Sunny 1BR Private Room in Williamsburg,Alex,Brooklyn,Williamsburg,Private room,80,10,1,1,0
1 bedroom Upper West Side apartment,Joseph,Manhattan,Upper West Side,Entire home/apt,135,5,8,1,0
6 bedroom apt on Union Square,Alexander,Manhattan,Chelsea,Private room,100,21,0,1,0
Brooklyn at its finest,Nick,Brooklyn,Williamsburg,Entire home/apt,175,3,2,1,0
Sunny private room in Spanish Harlem art house,Kristy,Manhattan,East Harlem,Private room,70,2,32,5,63
Loft Space in South Williamsburg!,Brian,Brooklyn,Williamsburg,Private room,50,1,1,1,0
Lovely Brooklyn Room With Balcony,Laramie,Brooklyn,Bushwick,Private room,52,18,24,8,76
COZY CORNER GREENWICH VILLAGE,Kristin,Manhattan,West Village,Private room,140,3,64,2,5
Amazing 1BR - heart of West Village,Gunnar,Manhattan,West Village,Entire home/apt,169,4,11,1,0
"Beautiful, Comfortable Park Slope Home",Francesca,Brooklyn,South Slope,Entire home/apt,173,3,1,1,0
Brooklyn Heights Dream Apt w/ Private Deck & Views,Susan,Brooklyn,Boerum Hill,Entire home/apt,169,2,49,1,4
Bunk Bed room share in Bklyn near Brooklyn College,Malisa,Brooklyn,Flatlands,Shared room,27,5,0,1,0
Bienvenue à NY - 2BDM with a view,Nacer,Manhattan,Upper West Side,Entire home/apt,150,5,6,1,0
The Art Loft! Spacious and Bright!,Kim,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,5,25,1,0
Come to Know  New York III,Claudio & Rose,Manhattan,East Harlem,Private room,70,1,33,3,313
4-BR Townhouse on Quiet Brooklyn Block,Anna,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,205,3,1,1,0
Great One bedroom in Midtown East,Kate,Manhattan,Murray Hill,Entire home/apt,145,5,18,1,179
"Charming, Cozy & spacious  bedroom in Brooklyn",Pauline,Brooklyn,Canarsie,Private room,88,2,12,1,180
Sunny Deck and Private Garden,Benjamin,Brooklyn,Fort Greene,Entire home/apt,179,30,0,21,0
Beautiful apartment in trendy Brooklyn,Elvira,Brooklyn,Park Slope,Entire home/apt,200,365,4,1,173
"Sunny, modern 1 bedroom condo",Carly,Brooklyn,Prospect Heights,Entire home/apt,165,2,13,1,0
Beautiful Room in Clinton Hill,Meryl,Brooklyn,Clinton Hill,Private room,89,4,0,1,0
Modern Room in Huge Apartament in Manhattan,Besinfe,Manhattan,Harlem,Private room,85,1,52,4,355
"Spacious 2BR/2BA, Great Location!",Jeremy,Manhattan,Upper East Side,Entire home/apt,240,5,4,1,0
Spacious & sunny in Clinton Hill :),Marc,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,5,4,1,0
"Modern, Cute Room in The Heart of Williamsburg",Becca,Brooklyn,Williamsburg,Private room,99,1,0,1,0
Room available in BUSHWICK!,Julie,Brooklyn,Bushwick,Private room,70,1,20,5,332
Cute Mid-Century Bushwick sleeps 3!,Peter,Brooklyn,Bushwick,Entire home/apt,99,1,3,1,0
Bespoke Williamsburg Row House,Marc,Brooklyn,Williamsburg,Entire home/apt,177,3,78,2,177
Cosi 2 Beds East Village- 2 months Minimum,Sally,Manhattan,East Village,Entire home/apt,120,30,0,4,213
Charming West Village 2.5bd Apt,Tom,Manhattan,West Village,Entire home/apt,300,1,7,1,0
Come to Know New York II,Claudio & Rose,Manhattan,East Harlem,Private room,40,1,62,3,257
Highly Desired LOCATION East V. NYC,Diana,Manhattan,East Village,Entire home/apt,280,2,29,1,0
NY Queens Penthouse Share = 1BR aka Brooklyn Room,Iris,Queens,Kew Gardens,Private room,59,9,12,4,318
Light Filled Apartment on Tree-Lined Street,Alison,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,1,1,0
"Hell´s Kitchen, cozy functional 2br",Admir,Manhattan,Hell's Kitchen,Entire home/apt,150,4,1,1,0
Charming Manhattan 2 Bedroom,Linda,Manhattan,Harlem,Entire home/apt,140,1,52,1,222
NYC Brownstone Duplex With Backyard in Chelsea.,Yaron,Manhattan,Chelsea,Entire home/apt,400,1,4,1,0
"Modern Park Slope Family 2 BR, 2 BA",Joedan,Brooklyn,Park Slope,Entire home/apt,250,6,0,1,0
Beautiful & Private Manhattan Room,Jessica,Manhattan,Harlem,Private room,75,1,59,2,0
Beautiful and sunny,Jessica,Brooklyn,Prospect Heights,Entire home/apt,175,4,34,2,286
Very comfortable room,Alfredo,Manhattan,Harlem,Private room,85,1,19,1,365
Bedroom with Empire St Bldg View!,Alexa,Brooklyn,Williamsburg,Private room,125,1,0,1,0
"Size, Splendor & High Ceilings",Benjamin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,179,30,0,21,274
Cozy East Village Getaway,Michelle,Manhattan,East Village,Entire home/apt,150,35,7,1,304
Cool Large 3 bedrooms in the heart of East village,Sally,Manhattan,East Village,Entire home/apt,197,30,1,4,191
Cozy room in light-filled apartment,Ilene,Brooklyn,Clinton Hill,Private room,68,7,0,2,0
Stylish L.E.S Studio,Natasha,Manhattan,Lower East Side,Entire home/apt,150,3,1,1,0
A clean private room in Brooklyn,Pianpian Carolyn,Brooklyn,Gravesend,Private room,69,1,0,1,0
Upper East Side Alcove Studio,Sandra,Manhattan,Upper East Side,Entire home/apt,200,1,4,1,0
NYC Hell's Kitchen/Midtown West 1BR,Danyel,Manhattan,Hell's Kitchen,Entire home/apt,125,3,0,1,0
"New Building, Best Location in NYC",Megan,Manhattan,Chelsea,Private room,130,3,11,1,106
Private Bedroom in East Harlem,Emilie,Manhattan,East Harlem,Private room,97,1,0,1,0
Comfortable bed in a great room!,Julie,Brooklyn,Bushwick,Shared room,50,1,9,5,365
2 Bedroom apartment in Brooklyn,Hadrien,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,1,5,2,0
Large private room / Williamsberg,Samuel,Brooklyn,Williamsburg,Private room,100,1,1,2,0
Newly renovated amazing 2 bedrooms,Alexandre,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,70,1,293
Charming Grand Central Two Bedroom Apartment (4R),Heather,Manhattan,Murray Hill,Entire home/apt,145,30,2,1,189
Spacious Private Bedroom+Bathroom !,Daphne,Manhattan,Harlem,Private room,100,1,0,1,0
Luxury Apt near Time Square,Leiya,Manhattan,Hell's Kitchen,Private room,130,7,2,1,0
NYC Crash Pad,Stavros,Queens,Flushing,Private room,45,2,186,3,170
PRETTY CLINTON HILL BROWNSTONE!,Nadine,Brooklyn,Clinton Hill,Entire home/apt,600,4,28,1,295
"Modern Williamsburg apt w/Gym, Roof",Nicholas,Brooklyn,Williamsburg,Entire home/apt,125,3,20,1,0
Sunny & Quiet Luxury NYC Oasis,Elizabeth,Brooklyn,Fort Greene,Entire home/apt,95,2,0,1,0
1 bedroom apartment in Nolita,Lauren,Manhattan,Nolita,Entire home/apt,130,1,13,1,0
Astoria Room,Alexa,Queens,Long Island City,Private room,44,28,14,1,275
Modern/Sunny Apt Close to Train!,Alyson,Brooklyn,Bushwick,Entire home/apt,190,1,0,1,0
"Clean, Trendy, Private Room in LES",Jacqueline,Manhattan,Lower East Side,Private room,60,1,0,1,0
Cozy Apartement,Carole,Brooklyn,South Slope,Entire home/apt,199,1,1,1,0
"Quiet, Spacious, Safe Studio in BK",Abe,Brooklyn,Williamsburg,Entire home/apt,49,7,1,1,0
"Private Room at ""The Boat House""",Meagan,Manhattan,Marble Hill,Private room,45,2,1,1,0
Cozy apartment in Nolita/SoHo,Nat,Manhattan,Nolita,Entire home/apt,265,2,90,3,11
Sunny Prewar 2BR/2BA in Fort Greene,Alissa,Brooklyn,Clinton Hill,Entire home/apt,220,30,1,1,0
Elegant private room in beautiful apartment,Susan,Brooklyn,Windsor Terrace,Private room,52,2,53,1,55
Bright Cozy Lux 1BR w/Balcony,Chris,Brooklyn,Williamsburg,Entire home/apt,180,2,6,1,0
Well Furnished Upper East Side Studio,David & Derek,Manhattan,Upper East Side,Entire home/apt,127,2,30,1,0
Sunny 1BR in hip East Village,Corey,Manhattan,East Village,Private room,108,2,17,1,0
Cozy 1br apt in center flushing,Iris,Queens,Flushing,Entire home/apt,150,7,1,1,0
"Stylish, family-friendly house, Prospect Heights",Sean,Brooklyn,Prospect Heights,Entire home/apt,440,4,23,1,7
Cozy room in Chelsea,Alice,Manhattan,Chelsea,Private room,100,1,2,1,0
Kid-friendly house with parking/back patio,Marla,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,4,1,14
PERFECT FOR A SMALL GET AWAY.,Eddie,Brooklyn,Flatbush,Entire home/apt,175,1,0,1,0
Beautiful One Bedroom Apartment (Midtown) NYC,Alberto,Manhattan,Hell's Kitchen,Entire home/apt,180,3,2,1,2
Artist's Apt in Downtown Manhattan,Yazmany,Manhattan,Chinatown,Entire home/apt,250,5,14,1,5
Quiet room around corner fr. Subway,Sandrine,Bronx,Longwood,Private room,99,1,0,1,0
Good size room in large 3 bedroom,Tim,Brooklyn,Sunset Park,Private room,75,7,0,1,0
"Family Friendly, Brooklyn, NYC 2br",Amanda,Brooklyn,Carroll Gardens,Entire home/apt,150,5,5,1,0
"Large Light Room for Female, Cat Friendly",Liora,Queens,Sunnyside,Private room,49,6,15,1,128
"Designer Fifth Ave 4BR 5Ba 6,000sf Modern Loft",Allison,Manhattan,Chelsea,Entire home/apt,1495,1,11,1,0
Charming East Village Apartment,Joshua,Manhattan,East Village,Entire home/apt,100,5,0,1,0
"Cozy 1BR in Williamsburg, Brooklyn",Tara,Brooklyn,Williamsburg,Private room,110,1,1,1,0
Sunny Room in Astoria NYC!,Ryan,Queens,Astoria,Private room,45,10,1,1,0
Luxury Central Park North Apartment,Jessica,Manhattan,Harlem,Entire home/apt,399,4,15,2,5
Spacious Bright Room in Heart of Williamsburg NY,Ali,Brooklyn,Williamsburg,Private room,103,2,1,3,0
